#,gender,married,age,service,contract,billing,due
3383,f,m,31,g,n,c,0
3384,m,m,43,p,y,a,0
3385,m,s,31,b,y,a,0
3386,m,m,25,b,y,c,0
3387,f,m,22,b,n,a,0
3388,m,m,57,p,y,a,0
3389,f,m,78,g,n,a,0
3390,m,m,66,p,n,a,0
3391,f,m,52,p,y,c,2
3392,f,s,27,b,n,a,0
3393,f,m,63,g,y,c,1
3394,f,m,37,p,n,a,0
3395,m,m,46,p,y,a,0
3396,f,m,49,b,n,c,0
3397,m,m,53,p,y,a,0
3398,f,m,26,p,n,c,0
3399,f,m,47,p,n,c,1
3400,f,m,34,p,y,a,0
3401,f,s,64,g,n,a,0
3402,f,m,73,g,y,a,1
3403,m,m,54,b,n,a,0
3404,f,s,35,b,n,c,1
3405,f,s,78,b,y,c,0
3406,m,m,61,p,n,a,0
3407,f,s,18,p,y,c,0
3408,f,s,56,g,n,a,1
3409,m,s,45,p,y,c,0
3410,m,m,28,b,y,c,0
3411,m,m,19,g,y,c,1
3412,m,s,18,p,n,c,0
3413,m,s,30,p,y,c,0
3414,f,m,77,p,n,a,0
3415,f,s,74,b,n,a,0
3416,m,m,45,g,n,c,0
3417,f,m,74,g,n,c,0
3418,f,s,57,g,y,c,2
3419,f,s,18,g,y,a,1
3420,m,m,43,b,n,a,1
3421,f,m,35,p,y,a,2
3422,m,m,47,g,y,a,0
3423,f,m,71,p,n,a,0
3424,f,m,37,b,n,a,0
3425,f,m,44,b,n,a,2
3426,m,m,67,g,y,a,0
3427,f,s,42,p,y,c,0
3428,f,m,36,b,n,c,1
3429,m,m,30,p,n,c,1
3430,f,m,27,g,y,a,1
3431,f,m,34,b,n,a,0
3432,f,s,49,g,y,a,0
3433,f,m,59,b,n,c,2
3434,m,s,67,p,y,a,0
3435,f,m,73,g,n,a,0
3436,f,m,52,p,y,a,0
3437,m,m,61,p,y,c,0
3438,m,s,68,p,n,a,1
3439,f,m,51,g,n,a,0
3440,m,s,44,p,y,a,0
3441,f,m,60,p,y,c,0
3442,f,s,40,p,n,a,0
3443,m,m,40,g,y,a,0
3444,f,s,58,p,y,c,1
3445,f,m,34,g,y,c,2
3446,m,m,49,b,y,c,0
3447,f,m,77,p,y,a,1
3448,f,s,78,p,y,a,1
3449,m,m,76,p,y,a,0
3450,m,m,34,g,y,a,2
3451,f,s,36,p,n,a,0
3452,f,m,79,p,y,a,0
3453,m,s,26,p,y,a,0
3454,m,s,19,p,n,c,0
3455,f,s,50,g,n,a,0
3456,m,m,27,b,y,c,0
3457,m,m,60,g,y,c,1
3458,f,m,70,g,n,a,0
3459,m,m,22,p,n,c,0
3460,f,m,69,p,y,c,1
3461,m,m,50,p,n,c,0
3462,f,s,38,b,n,c,0
3463,m,m,33,p,y,a,0
3464,f,s,50,g,n,c,1
3465,f,m,67,g,y,c,0
3466,f,m,27,g,y,a,1
3467,m,m,58,b,y,a,0
3468,m,s,74,g,y,a,2
3469,f,s,78,p,y,a,1
3470,f,s,28,g,n,c,0
3471,m,s,47,p,y,a,0
3472,m,m,39,g,y,c,1
3473,m,s,49,b,y,a,0
3474,m,m,34,g,y,a,0
3475,m,s,18,p,y,a,0
3476,f,s,35,g,n,c,2
3477,f,m,70,g,y,a,0
3478,m,m,74,p,y,c,0
3479,m,s,74,b,y,a,1
3480,f,m,47,g,y,a,0
3481,m,m,41,b,y,a,0
3482,m,m,53,g,y,a,0
3483,m,s,78,p,y,a,0
3484,m,m,50,p,n,c,0
3485,f,m,68,g,y,c,0
3486,m,s,29,p,y,a,0
3487,f,m,51,p,y,a,1
3488,m,m,77,g,y,c,2
3489,f,m,36,b,y,c,0
3490,m,m,54,p,n,a,0
3491,f,s,45,b,n,a,0
3492,m,m,44,p,n,c,0
3493,f,s,32,b,n,a,0
3494,f,s,38,b,y,a,0
3495,m,m,74,p,n,c,1
3496,f,s,79,b,y,c,0
3497,f,m,76,g,n,c,0
3498,f,m,26,p,y,c,1
3499,f,m,24,g,n,c,0
3500,f,m,62,b,n,a,1
3501,m,m,47,g,n,c,2
3502,f,s,72,g,n,a,0
3503,m,m,26,p,n,c,0
3504,f,m,72,p,n,a,0
3505,m,s,60,b,y,c,0
3506,f,s,61,b,n,c,0
3507,m,m,57,b,y,c,1
3508,m,m,70,p,y,a,1
3509,f,m,35,b,n,a,0
3510,m,m,35,b,n,c,0
3511,m,s,59,g,n,a,1
3512,m,s,44,p,n,a,0
3513,m,m,30,b,n,c,0
3514,f,m,35,g,y,c,1
3515,f,m,41,b,n,c,0
3516,m,m,24,g,y,a,0
3517,f,s,71,p,n,a,0
3518,f,m,39,b,y,c,1
3519,m,s,33,b,n,c,0
3520,f,m,34,p,n,c,1
3521,m,s,43,p,n,c,0
3522,m,m,67,g,n,c,0
3523,m,m,31,p,n,a,0
3524,f,m,44,g,n,c,0
3525,m,m,56,p,n,c,0
3526,f,s,70,g,y,a,0
3527,f,s,22,b,y,a,0
3528,m,s,54,b,n,c,2
3529,m,m,79,p,n,c,0
3530,f,m,69,g,y,a,0
3531,m,m,20,p,y,c,0
3532,f,m,67,p,n,c,1
3533,m,m,33,p,y,c,1
3534,m,m,64,b,n,c,2
3535,m,s,66,p,n,c,0
3536,f,m,50,g,y,c,1
3537,m,s,66,g,y,c,0
3538,m,m,64,b,n,c,0
3539,m,s,57,p,y,c,1
3540,f,m,75,g,n,c,0
3541,f,m,37,p,n,c,0
3542,f,m,71,g,n,a,2
3543,f,m,58,b,n,c,0
3544,m,s,42,b,n,a,2
3545,f,m,21,g,n,a,0
3546,f,s,38,b,y,c,0
3547,f,m,75,b,y,a,0
3548,m,m,55,b,y,a,0
3549,m,m,61,p,y,a,0
3550,m,m,69,p,n,a,0
3551,m,s,46,g,y,c,0
3552,m,m,55,g,y,c,0
3553,m,s,36,b,n,a,0
3554,m,s,32,p,n,a,1
3555,f,s,59,p,n,a,0
3556,f,m,65,p,y,a,0
3557,m,s,27,p,n,a,0
3558,f,m,63,g,n,c,2
3559,f,s,70,p,y,a,0
3560,f,m,62,b,n,c,0
3561,m,m,20,g,y,c,0
3562,f,s,68,g,n,a,0
3563,f,m,31,g,n,a,1
3564,f,m,65,b,y,a,1
3565,m,m,72,b,y,a,0
3566,f,s,19,g,y,c,0
3567,f,s,33,b,y,c,0
3568,f,s,60,b,n,a,1
3569,f,s,46,p,y,a,0
3570,m,s,21,b,n,a,0
3571,f,s,40,p,y,a,0
3572,f,m,59,p,y,c,1
3573,f,m,31,g,y,c,0
3574,f,s,22,b,y,c,0
3575,f,m,37,g,y,c,0
3576,m,m,60,b,y,a,0
3577,m,m,60,b,n,a,0
3578,f,m,48,b,n,a,1
3579,m,s,23,b,n,a,2
3580,m,m,65,b,n,a,0
3581,f,s,79,b,y,c,0
3582,m,m,37,b,n,a,0
3583,m,s,66,p,n,a,0
3584,f,m,38,p,y,a,0
3585,m,m,24,b,y,a,0
3586,m,m,60,b,n,c,2
3587,f,s,74,p,n,a,0
3588,f,m,36,p,n,a,1
3589,m,s,25,b,n,c,2
3590,f,m,53,g,n,c,0
3591,f,m,22,g,y,a,0
3592,m,m,64,g,y,c,0
3593,m,s,28,b,n,a,1
3594,m,m,54,b,n,a,0
3595,m,s,33,b,y,a,0
3596,f,s,69,g,y,a,2
3597,f,m,58,p,y,a,0
3598,m,m,27,p,n,c,0
3599,f,s,48,b,n,c,0
3600,m,m,79,g,n,a,0
3601,f,s,56,g,n,a,1
3602,f,s,23,b,y,c,0
3603,m,s,21,g,y,c,2
3604,m,m,70,p,y,c,0
3605,f,m,23,p,y,c,0
3606,f,s,38,g,y,c,0
3607,m,s,68,b,n,c,0
3608,m,s,50,g,n,a,1
3609,m,s,39,g,n,a,0
3610,m,s,45,p,n,c,0
3611,m,m,53,b,y,c,2
3612,f,m,49,p,y,c,0
3613,m,m,30,p,y,a,1
3614,f,s,40,p,y,a,1
3615,m,m,24,p,n,a,0
3616,m,m,24,p,y,c,2
3617,f,m,40,p,n,c,0
3618,f,s,77,g,n,c,0
3619,f,m,68,b,n,c,0
3620,f,m,37,b,n,a,0
3621,f,s,64,p,n,a,0
3622,m,s,64,p,y,c,2
3623,m,m,22,p,n,a,0
3624,f,m,37,g,y,a,2
3625,m,m,49,g,n,a,0
3626,f,m,42,p,n,c,0
3627,m,s,28,p,y,c,0
3628,f,m,77,b,n,a,0
3629,f,s,48,g,n,c,1
3630,m,m,31,b,n,a,1
3631,f,s,67,p,y,c,0
3632,f,m,75,p,y,a,1
3633,m,s,79,b,y,a,0
3634,f,m,71,b,y,c,0
3635,m,s,29,b,n,c,1
3636,f,m,27,b,y,a,0
3637,f,m,42,g,n,a,0
3638,m,m,51,p,n,c,0
3639,m,m,54,g,y,c,0
3640,m,m,43,p,n,a,2
3641,f,s,53,g,n,a,0
3642,f,s,77,g,n,a,2
3643,f,m,75,b,y,c,1
3644,f,s,33,p,n,c,0
3645,f,m,42,p,n,c,0
3646,m,s,77,p,y,c,0
3647,f,m,64,b,y,a,0
3648,m,s,49,p,y,a,0
3649,m,s,56,g,y,a,0
3650,m,m,60,g,n,a,0
3651,f,m,38,g,n,a,0
3652,m,m,32,g,y,a,0
3653,f,s,38,g,y,c,1
3654,f,s,19,g,n,c,0
3655,f,m,51,b,y,a,0
3656,f,m,60,p,n,a,0
3657,m,m,59,g,y,a,0
3658,m,s,49,p,y,a,0
3659,f,m,38,b,n,a,1
3660,m,s,51,p,n,a,0
3661,m,m,46,b,n,c,0
3662,f,s,65,p,n,a,0
3663,f,m,75,p,n,a,0
3664,m,s,51,b,y,c,0
3665,f,m,78,p,y,c,0
3666,f,m,64,b,y,a,0
3667,m,m,46,b,y,a,0
3668,f,s,57,p,y,a,0
3669,f,s,70,g,n,a,0
3670,f,m,32,b,y,c,0
3671,m,s,78,p,n,a,0
3672,f,m,24,g,y,c,0
3673,f,m,20,b,n,c,0
3674,m,m,36,g,n,a,0
3675,f,s,55,p,n,a,0
3676,f,m,44,g,y,a,0
3677,m,m,76,g,y,a,0
3678,m,m,58,p,y,a,1
3679,f,m,36,p,y,a,0
3680,m,s,79,p,y,c,0
3681,m,s,76,g,n,c,2
3682,f,m,25,g,y,a,0
3683,f,m,66,g,y,c,0
3684,f,s,47,b,y,c,0
3685,m,m,69,b,n,a,0
3686,f,s,70,g,n,c,0
3687,f,m,35,p,n,c,1
3688,f,m,71,p,y,a,1
3689,f,m,30,g,n,a,0
3690,f,m,72,p,y,c,0
3691,f,m,32,b,n,a,0
3692,f,s,47,p,n,c,1
3693,f,s,56,b,n,c,2
3694,m,m,57,p,n,c,0
3695,m,m,34,p,n,a,1
3696,f,m,31,g,y,c,2
3697,m,m,58,p,y,a,1
3698,f,m,74,p,y,a,0
3699,f,m,47,g,y,c,0
3700,f,m,40,g,y,a,1
3701,m,s,29,p,y,c,0
3702,m,s,35,g,n,c,1
3703,m,m,59,b,n,a,2
3704,m,m,51,g,n,c,0
3705,f,m,78,g,y,c,0
3706,m,s,18,p,y,a,0
3707,m,s,48,p,y,c,1
3708,f,m,49,g,n,a,2
3709,f,s,19,b,n,a,2
3710,m,m,20,p,n,c,0
3711,m,m,58,g,n,c,0
3712,f,m,77,g,n,a,0
3713,m,s,53,b,y,a,1
3714,f,m,79,p,y,c,1
3715,m,m,35,b,n,a,0
3716,m,s,50,g,y,a,0
3717,m,m,58,b,y,a,2
3718,m,m,59,g,y,a,1
3719,m,m,18,b,n,c,0
3720,f,m,23,p,n,a,0
3721,f,m,79,p,n,a,0
3722,m,s,48,p,n,a,2
3723,m,m,27,g,n,c,1
3724,f,s,23,p,y,a,0
3725,f,m,72,b,y,c,2
3726,m,s,73,p,n,c,0
3727,m,m,45,b,y,a,0
3728,m,s,67,p,y,a,2
3729,f,s,62,b,n,c,0
3730,m,m,55,g,n,a,0
3731,m,s,71,b,n,a,1
3732,f,m,77,g,y,a,0
3733,m,s,19,p,y,c,0
3734,f,s,47,g,n,c,0
3735,f,s,25,g,y,a,0
3736,m,m,63,p,n,a,1
3737,m,s,25,g,y,c,0
3738,m,m,23,p,y,c,0
3739,f,s,36,g,n,c,0
3740,m,m,19,p,n,a,0
3741,m,m,20,b,n,a,2
3742,m,s,41,p,n,a,1
3743,f,m,70,b,y,c,0
3744,f,s,25,p,y,a,0
3745,m,m,26,b,y,c,0
3746,f,s,24,g,n,c,0
3747,m,s,74,p,y,a,1
3748,m,m,71,g,n,a,1
3749,f,s,79,p,y,c,0
3750,m,m,73,g,n,c,0
3751,f,m,53,b,y,a,0
3752,m,m,31,g,n,a,0
3753,m,m,53,b,y,c,1
3754,m,m,71,b,y,c,0
3755,m,m,28,p,n,a,2
3756,m,s,67,g,y,a,1
3757,f,m,31,p,n,a,0
3758,m,m,28,b,y,c,0
3759,m,m,47,p,y,c,0
3760,m,m,31,g,n,a,0
3761,m,s,46,b,y,a,0
3762,m,m,39,p,y,c,0
3763,m,m,26,g,n,c,2
3764,f,s,28,b,y,c,0
3765,m,m,27,p,y,a,0
3766,m,m,48,p,y,c,0
3767,f,s,60,p,y,a,1
3768,m,s,33,p,y,a,2
3769,m,m,26,g,n,c,1
3770,m,s,67,p,n,a,0
3771,f,m,43,b,n,c,2
3772,m,m,48,g,n,c,1
3773,m,m,51,b,n,a,2
3774,f,m,23,g,n,c,0
3775,m,s,73,g,y,c,0
3776,f,s,27,p,y,c,0
3777,f,m,35,p,n,a,1
3778,m,m,58,b,y,c,0
3779,f,m,54,b,y,a,0
3780,m,s,74,b,y,a,0
3781,f,m,18,g,n,c,0
3782,m,m,66,p,y,c,1
3783,m,s,79,b,y,c,0
3784,m,m,75,b,n,a,0
3785,f,s,27,p,y,c,0
3786,m,s,29,p,n,a,1
3787,f,m,36,p,n,c,1
3788,f,s,24,p,n,c,0
3789,f,m,40,b,n,a,2
3790,f,m,72,p,y,c,0
3791,m,m,36,p,y,c,0
3792,m,m,61,g,n,c,1
3793,f,m,27,b,y,a,2
3794,m,m,34,b,y,a,0
3795,m,m,53,g,n,c,0
3796,m,s,59,p,y,a,1
3797,m,s,41,p,n,a,0
3798,m,m,70,p,n,c,2
3799,m,m,35,g,n,a,0
3800,f,s,67,g,y,a,1
3801,f,s,31,b,n,c,0
3802,m,s,30,b,y,a,1
3803,f,s,59,g,y,a,0
3804,f,m,63,b,y,c,0
3805,f,m,49,p,n,a,0
3806,f,m,43,g,y,a,0
3807,f,m,20,p,y,a,0
3808,m,m,38,p,n,a,2
3809,f,s,18,g,y,a,0
3810,m,m,63,b,n,c,0
3811,m,s,19,p,n,c,0
3812,m,m,20,b,y,c,0
3813,m,s,78,p,y,a,1
3814,f,s,67,p,y,c,0
3815,m,s,26,b,n,c,0
3816,f,m,18,p,y,a,0
3817,f,s,74,p,n,c,0
3818,f,m,75,b,n,a,2
3819,m,s,31,p,y,a,0
3820,f,m,28,p,y,c,0
3821,m,m,67,p,y,a,2
3822,m,m,42,p,y,c,0
3823,m,s,49,b,n,a,0
3824,f,m,71,g,y,a,0
3825,f,s,68,p,y,a,0
3826,m,s,43,g,n,c,0
3827,f,s,26,g,n,a,2
3828,m,m,79,g,n,a,0
3829,f,s,63,g,n,a,2
3830,m,m,30,g,y,c,0
3831,m,m,72,p,y,a,0
3832,m,m,73,b,y,a,0
3833,f,m,24,g,n,a,0
3834,f,m,45,p,n,a,0
3835,m,s,24,p,y,a,1
3836,m,m,24,b,n,c,0
3837,f,s,76,b,y,c,0
3838,m,m,28,g,y,a,2
3839,f,s,52,b,y,a,0
3840,f,m,45,b,n,a,0
3841,m,m,59,g,n,a,0
3842,f,m,70,b,n,a,0
3843,m,s,30,b,n,c,0
3844,m,s,28,g,y,c,0
3845,m,m,37,b,y,c,1
3846,f,s,67,b,y,c,2
3847,f,m,38,g,n,c,0
3848,m,s,28,g,n,a,0
3849,f,m,50,g,n,a,0
3850,f,m,58,p,y,c,0
3851,f,m,44,p,y,c,0
3852,f,m,79,g,n,c,1
3853,m,m,69,p,n,a,0
3854,f,s,42,b,n,c,1
3855,m,m,79,g,n,a,0
3856,f,m,36,p,n,c,0
3857,f,s,56,g,n,a,0
3858,m,m,33,p,y,a,1
3859,f,m,20,g,y,a,0
3860,m,s,28,p,n,c,1
3861,m,s,23,b,n,c,0
3862,m,s,20,p,y,a,0
3863,f,s,73,p,y,a,0
3864,m,m,64,p,n,c,0
3865,m,s,18,p,y,a,0
3866,f,m,64,p,y,c,0
3867,m,s,31,g,n,a,0
3868,f,m,57,g,y,a,0
3869,f,m,57,g,n,a,0
3870,m,s,35,p,y,c,1
3871,f,m,78,p,n,a,2
3872,f,m,72,b,n,a,0
3873,m,m,54,g,n,c,2
3874,f,m,49,b,y,a,0
3875,f,m,72,p,y,a,0
3876,f,m,51,p,y,c,2
3877,f,s,62,b,y,c,0
3878,m,s,29,b,n,c,1
3879,f,m,34,g,n,a,0
3880,m,s,44,p,n,a,0
3881,m,s,54,g,y,c,0
3882,f,m,68,b,y,a,0
3883,m,s,52,p,n,c,1
3884,f,m,18,b,n,c,0
3885,m,m,21,g,y,a,0
3886,f,s,77,b,y,c,0
3887,f,s,79,p,y,a,0
3888,f,s,58,p,n,a,1
3889,m,s,19,g,n,c,0
3890,m,m,53,g,y,c,0
3891,m,m,63,p,n,a,0
3892,f,m,52,b,n,c,1
3893,f,s,44,p,n,c,2
3894,m,s,54,p,y,a,1
3895,f,m,19,g,n,a,0
3896,f,s,63,p,y,c,0
3897,m,m,75,p,n,c,0
3898,m,s,45,b,y,c,0
3899,f,m,58,g,n,c,0
3900,f,m,68,p,y,c,1
3901,m,s,69,g,n,a,1
3902,f,s,28,b,y,a,0
3903,f,m,65,g,n,a,0
3904,m,s,60,g,y,a,1
3905,m,m,54,g,y,a,0
3906,f,m,61,b,n,c,0
3907,m,m,66,b,n,c,0
3908,f,m,45,p,y,c,1
3909,m,m,21,g,n,c,2
3910,f,m,72,b,y,a,1
3911,f,m,54,g,y,a,0
3912,m,s,29,p,n,c,0
3913,m,m,30,p,n,c,0
3914,f,m,67,p,n,c,0
3915,m,s,22,b,n,a,0
3916,f,s,37,b,y,a,1
3917,m,m,58,b,y,c,1
3918,f,m,31,b,y,a,0
3919,m,m,27,g,y,a,1
3920,m,m,31,p,n,c,0
3921,m,s,69,b,n,c,0
3922,m,m,71,p,n,a,0
3923,m,s,77,g,n,c,0
3924,m,m,57,p,n,a,0
3925,f,m,43,g,n,a,0
3926,f,s,64,p,n,a,0
3927,m,m,71,p,y,c,0
3928,m,s,24,g,n,a,0
3929,m,s,25,p,n,c,0
3930,f,m,27,g,n,a,1
3931,m,m,54,p,n,c,0
3932,f,m,59,b,n,a,0
3933,m,m,38,p,y,c,0
3934,f,m,65,p,n,a,0
3935,f,s,62,g,n,c,0
3936,f,s,61,p,y,a,0
3937,f,s,27,b,y,a,0
3938,m,m,60,p,n,a,0
3939,f,m,42,b,y,a,0
3940,m,m,44,b,y,c,0
3941,m,m,62,b,n,c,0
3942,f,s,24,b,y,a,1
3943,f,m,79,p,n,c,0
3944,f,m,64,b,y,a,1
3945,m,m,68,g,n,a,0
3946,m,m,22,p,n,a,0
3947,m,s,68,p,y,a,0
3948,f,m,46,g,y,a,0
3949,f,m,33,b,n,c,0
3950,f,m,21,p,n,c,1
3951,m,s,49,p,y,c,1
3952,f,m,33,g,n,a,0
3953,m,s,65,b,n,c,2
3954,f,m,57,b,n,c,0
3955,f,s,33,p,n,c,0
3956,m,s,45,b,y,c,0
3957,f,m,37,p,y,a,2
3958,m,s,42,b,y,c,0
3959,m,s,60,b,y,c,0
3960,m,s,40,p,n,a,0
3961,f,s,28,b,y,a,1
3962,f,s,37,g,y,c,0
3963,f,m,53,b,n,a,0
3964,m,s,25,g,y,a,0
3965,f,s,60,b,y,a,0
3966,m,s,19,p,n,a,0
3967,f,m,41,p,n,a,0
3968,m,m,19,p,n,a,1
3969,f,m,63,b,y,a,0
3970,f,m,57,p,n,a,2
3971,m,s,48,g,n,a,1
3972,f,s,54,p,y,c,1
3973,m,m,34,b,n,c,0
3974,m,s,79,g,n,a,1
3975,f,m,70,g,y,c,0
3976,m,m,78,b,n,a,1
3977,f,s,29,b,n,a,0
3978,m,m,74,p,y,a,2
3979,f,m,27,b,y,c,0
3980,f,m,38,p,y,c,1
3981,f,s,29,p,y,c,2
3982,m,m,73,p,n,a,1
3983,f,s,78,g,y,c,2
3984,f,m,41,b,n,a,1
3985,m,m,77,b,y,c,0
3986,m,m,19,g,n,c,0
3987,f,s,39,g,y,a,0
3988,m,m,54,p,y,a,0
3989,f,m,60,p,n,a,0
3990,m,m,36,p,n,a,0
3991,f,s,51,p,y,a,0
3992,f,s,22,g,n,c,0
3993,m,m,55,p,y,a,2
3994,f,s,49,b,y,a,0
3995,m,m,53,b,y,a,0
3996,m,m,55,p,n,c,1
3997,f,s,78,b,n,c,0
3998,f,m,49,p,y,c,0
3999,m,m,77,g,n,c,1
4000,f,s,32,b,n,a,0
4001,m,m,59,b,y,c,0
4002,f,s,55,p,n,a,0
4003,f,m,47,p,y,c,1
4004,m,s,37,b,n,a,1
4005,m,m,28,b,n,c,2
4006,f,m,36,b,n,c,0
4007,m,m,75,g,n,a,0
4008,m,m,22,p,n,a,1
4009,m,s,27,b,y,c,0
4010,m,m,32,p,y,c,0
4011,f,s,79,b,n,a,0
4012,m,s,35,g,y,a,0
4013,f,m,54,p,n,a,0
4014,m,s,49,b,y,a,0
4015,m,s,70,p,n,c,0
4016,m,m,32,g,n,c,1
4017,f,m,46,p,n,c,0
4018,m,m,48,b,n,a,0
4019,f,s,64,p,y,c,0
4020,f,m,47,g,n,a,0
4021,m,m,75,p,y,c,1
4022,m,s,31,b,y,c,0
4023,f,m,74,p,y,a,1
4024,m,m,73,b,n,c,1
4025,m,m,26,b,y,c,0
4026,m,s,28,p,y,a,1
4027,f,m,41,p,y,a,0
4028,f,s,51,p,n,a,1
4029,f,m,53,b,y,a,0
4030,m,m,34,g,y,c,1
4031,m,m,61,p,n,a,0
4032,f,s,50,p,n,a,1
4033,m,s,22,p,y,c,0
4034,f,s,49,b,y,c,1
4035,m,s,41,g,n,a,0
4036,f,m,46,p,n,a,0
4037,f,m,63,g,n,a,0
4038,f,s,68,p,y,a,0
4039,m,m,18,g,n,a,1
4040,f,s,21,g,y,c,0
4041,m,s,31,p,n,a,2
4042,f,s,25,p,n,c,0
4043,m,s,20,p,y,a,0
4044,f,m,57,p,n,c,2
4045,f,s,46,p,y,c,0
4046,m,m,67,p,y,c,1
4047,m,m,69,b,n,c,0
4048,f,s,66,p,n,a,0
4049,f,m,34,p,y,a,0
4050,f,m,63,p,y,c,2
4051,m,m,78,p,n,c,1
4052,f,m,29,b,y,c,0
4053,f,m,56,p,y,a,2
4054,f,m,47,g,y,a,2
4055,m,s,18,p,y,a,0
4056,m,m,31,b,n,a,0
4057,f,m,29,p,n,a,0
4058,f,m,52,p,y,c,0
4059,m,m,32,g,y,a,0
4060,m,m,31,g,n,a,1
4061,m,m,58,p,n,c,1
4062,m,s,56,p,n,c,0
4063,f,s,34,g,y,a,1
4064,f,m,53,p,y,a,0
4065,f,m,33,b,n,c,0
4066,m,m,58,g,y,c,0
4067,m,m,24,g,y,a,2
4068,m,m,75,b,y,c,0
4069,f,m,29,p,n,c,0
4070,f,s,22,g,y,a,0
4071,f,m,56,p,y,c,0
4072,f,m,30,b,y,a,0
4073,f,m,41,b,y,a,2
4074,m,s,31,p,n,a,0
4075,m,s,39,p,y,c,1
4076,f,m,18,b,n,a,2
4077,f,m,33,g,n,a,0
4078,f,s,34,p,n,a,1
4079,m,m,65,b,y,a,1
4080,m,s,43,p,n,c,2
4081,f,m,38,b,y,a,0
4082,m,m,43,g,n,a,0
4083,f,s,27,g,y,a,0
4084,m,m,19,p,y,a,1
4085,m,m,64,g,y,c,2
4086,f,s,52,g,n,a,1
4087,m,m,23,b,y,a,0
4088,m,m,58,p,n,a,1
4089,m,s,41,g,y,a,0
4090,f,s,33,b,y,c,0
4091,m,m,50,p,y,a,1
4092,f,s,58,g,y,c,0
4093,m,m,68,g,y,c,2
4094,f,s,35,p,n,a,1
4095,f,s,34,b,n,c,2
4096,f,m,40,b,y,c,0
4097,m,s,70,p,n,c,0
4098,f,m,22,g,y,c,2
4099,m,s,65,b,y,a,0
4100,m,s,56,p,y,c,0
4101,f,m,57,b,y,a,1
4102,f,s,28,g,n,a,0
4103,f,m,20,g,n,a,1
4104,f,m,64,b,y,a,2
4105,m,s,29,b,y,a,0
4106,f,s,45,p,n,a,0
4107,m,m,47,p,y,a,0
4108,m,s,42,b,n,a,2
4109,f,m,66,p,n,a,2
4110,f,s,54,b,y,a,0
4111,m,m,52,b,n,a,0
4112,f,m,59,g,n,a,0
4113,m,s,52,g,y,c,0
4114,m,s,61,p,n,c,0
4115,f,m,38,b,n,c,0
4116,m,s,69,p,n,c,0
4117,m,m,19,b,n,c,0
4118,f,m,30,p,n,a,0
4119,f,s,28,b,n,c,2
4120,m,m,29,p,n,c,1
4121,m,s,59,p,y,a,0
4122,m,s,48,g,y,c,0
4123,m,m,57,g,y,c,1
4124,m,s,26,g,n,c,0
4125,f,s,37,p,y,a,1
4126,m,s,20,p,n,c,0
4127,m,s,66,p,y,a,0
4128,m,m,57,b,n,c,0
4129,f,m,62,b,y,c,0
4130,f,s,20,p,n,c,0
4131,m,m,54,p,n,a,1
4132,m,s,59,b,y,c,0
4133,m,s,51,b,n,a,0
4134,m,m,56,p,y,a,0
4135,f,m,44,p,n,c,1
4136,f,s,69,b,n,c,0
4137,f,m,40,p,n,a,0
4138,m,m,37,p,y,a,1
4139,f,s,42,b,y,c,0
4140,m,m,39,p,y,a,0
4141,m,s,43,b,y,c,1
4142,m,m,55,p,y,a,0
4143,m,m,79,g,n,a,1
4144,m,s,33,p,y,a,0
4145,m,m,18,p,n,a,1
4146,m,s,18,b,n,c,0
4147,f,m,24,p,n,a,1
4148,m,s,65,b,n,a,0
4149,m,s,39,p,n,a,0
4150,f,m,69,p,n,a,1
4151,f,s,70,b,n,a,1
4152,m,s,68,g,n,c,0
4153,m,s,35,b,n,c,0
4154,m,s,19,b,n,c,0
4155,f,s,73,p,n,c,0
4156,m,s,41,p,n,a,1
4157,m,m,31,b,y,c,0
4158,m,m,51,p,n,c,0
4159,m,s,35,g,n,c,0
4160,f,m,73,b,y,c,0
4161,m,s,77,b,y,c,0
4162,f,m,34,p,y,a,0
4163,f,m,46,p,y,c,0
4164,m,m,55,b,n,a,0
4165,f,m,18,b,y,c,0
4166,f,m,25,b,y,c,1
4167,m,s,62,p,n,c,2
4168,f,s,34,b,y,c,2
4169,m,s,49,b,y,c,0
4170,m,m,45,b,n,c,0
4171,m,m,75,p,n,a,0
4172,f,s,46,p,n,c,1
4173,f,m,32,b,y,a,0
4174,f,m,37,b,y,c,0
4175,m,s,37,p,n,a,2
4176,m,s,32,p,n,a,0
4177,m,m,64,g,y,c,1
4178,f,m,64,g,y,a,0
4179,f,s,70,g,y,a,0
4180,f,s,56,g,y,c,0
4181,m,m,63,b,n,a,2
4182,f,s,19,p,y,c,0
4183,m,m,28,b,n,a,0
4184,m,m,76,b,n,a,0
4185,f,s,58,b,n,a,0
4186,f,m,75,p,y,c,1
4187,f,m,30,p,n,c,0
4188,f,s,66,b,n,a,0
4189,m,s,24,p,n,a,0
4190,f,s,19,b,y,a,1
4191,f,m,63,g,y,c,0
4192,m,m,50,g,y,a,0
4193,m,m,39,g,y,c,0
4194,m,s,57,p,n,c,0
4195,f,m,26,g,y,a,1
4196,m,m,62,g,n,a,1
4197,f,s,37,g,y,c,0
4198,m,m,27,b,n,c,0
4199,f,m,49,g,n,c,1
4200,f,m,41,p,y,a,1
4201,m,s,42,b,y,c,2
4202,m,m,30,g,y,a,1
4203,m,s,47,g,y,c,0
4204,f,m,21,p,n,a,0
